day,views,likes,annotationClickThroughRate,annotationCloseRate,annotationImpressions
2023-06-29,257,3,0,0,0
2023-06-30,243,5,0,0,0
2023-07-01,230,1,0,0,0
2023-07-02,244,0,0,0,0
2023-07-03,299,5,0,0,0
2023-07-04,335,3,0,0,0
2023-07-05,315,2,0,0,0
2023-07-06,310,5,0,0,0
2023-07-07,257,2,0,0,0
2023-07-08,249,4,0,0,0
2023-07-09,269,5,0,0,0
2023-07-10,331,3,0,0,0
2023-07-11,346,2,0,0,0
2023-07-12,312,3,0,0,0
2023-07-13,284,3,0,0,0
2023-07-14,290,2,0,0,0
2023-07-15,281,2,0,0,0
2023-07-16,249,4,0,0,0
2023-07-17,340,3,0,0,0
2023-07-18,278,0,0,0,0
2023-07-19,355,3,0,0,0
2023-07-20,260,0,0,0,0
2023-07-21,270,4,0,0,0
2023-07-22,238,1,0,0,0
2023-07-23,267,4,0,0,0
2023-07-24,318,3,0,0,0
2023-07-25,351,3,0,0,0
2023-07-26,280,0,0,0,0
2023-07-27,263,5,0,0,0
2023-07-28,228,4,0,0,0
2023-07-29,197,4,0,0,0
2023-07-30,282,6,0,0,0
2023-07-31,294,3,0,0,0
2023-08-01,295,2,0,0,0
2023-08-02,305,2,0,0,0
2023-08-03,262,2,0,0,0
2023-08-04,245,3,0,0,0
2023-08-05,170,1,0,0,0
2023-08-06,210,4,0,0,0
2023-08-07,251,3,0,0,0
2023-08-08,305,3,0,0,0
2023-08-09,233,5,0,0,0
2023-08-10,232,2,0,0,0
2023-08-11,228,-1,0,0,0
2023-08-12,204,4,0,0,0
2023-08-13,302,5,0,0,0
2023-08-14,276,0,0,0,0
2023-08-15,255,2,0,0,0
2023-08-16,277,1,0,0,0
2023-08-17,276,3,0,0,0
2023-08-18,244,3,0,0,0
2023-08-19,218,3,0,0,0
2023-08-20,248,2,0,0,0
2023-08-21,262,1,0,0,0
2023-08-22,300,5,0,0,0
2023-08-23,280,2,0,0,0
2023-08-24,292,3,0,0,0
2023-08-25,198,0,0,0,0
2023-08-26,192,0,0,0,0
2023-08-27,254,1,0,0,0
2023-08-28,244,2,0,0,0
2023-08-29,275,1,0,0,0
2023-08-30,272,5,0,0,0
2023-08-31,271,0,0,0,0
2023-09-01,222,1,0,0,0
2023-09-02,177,0,0,0,0
2023-09-03,224,2,0,0,0
2023-09-04,264,3,0,0,0
2023-09-05,269,5,0,0,0
2023-09-06,251,2,0,0,0
2023-09-07,257,5,0,0,0
2023-09-08,268,6,0,0,0
2023-09-09,275,2,0,0,0
2023-09-10,272,6,0,0,0
2023-09-11,294,3,0,0,0
2023-09-12,257,0,0,0,0
2023-09-13,296,1,0,0,0
2023-09-14,343,8,0,0,0
2023-09-15,265,0,0,0,0
2023-09-16,222,5,0,0,0
2023-09-17,265,7,0,0,0
2023-09-18,301,2,0,0,0
2023-09-19,373,4,0,0,0
2023-09-20,303,6,0,0,0
2023-09-21,326,2,0,0,0
2023-09-22,306,2,0,0,0
2023-09-23,233,3,0,0,0
2023-09-24,300,3,0,0,0
2023-09-25,343,2,0,0,0
2023-09-26,368,1,0,0,0
2023-09-27,309,1,0,0,0
2023-09-28,318,3,0,0,0
2023-09-29,249,5,0,0,0
2023-09-30,209,0,0,0,0
2023-10-01,270,3,0,0,0
2023-10-02,340,1,0,0,0
2023-10-03,349,4,0,0,0
2023-10-04,387,5,0,0,0
2023-10-05,312,3,0,0,0
2023-10-06,226,1,0,0,0
2023-10-07,271,2,0,0,0
2023-10-08,270,1,0,0,0
2023-10-09,353,3,0,0,0
2023-10-10,387,2,0,0,0
2023-10-11,346,6,0,0,0
2023-10-12,348,6,0,0,0
2023-10-13,283,1,0,0,0
2023-10-14,244,0,0,0,0
2023-10-15,287,6,0,0,0
2023-10-16,411,2,0,0,0
2023-10-17,362,3,0,0,0
2023-10-18,350,1,0,0,0
2023-10-19,335,3,0,0,0
2023-10-20,262,2,0,0,0
2023-10-21,265,1,0,0,0
2023-10-22,310,6,0,0,0
2023-10-23,312,1,0,0,0
2023-10-24,332,1,0,0,0
2023-10-25,371,5,0,0,0
2023-10-26,323,5,0,0,0
2023-10-27,282,1,0,0,0
2023-10-28,228,2,0,0,0
2023-10-29,311,0,0,0,0
2023-10-30,358,2,0,0,0
2023-10-31,357,4,0,0,0
2023-11-01,343,2,0,0,0
2023-11-02,368,6,0,0,0
2023-11-03,259,6,0,0,0
2023-11-04,261,3,0,0,0
2023-11-05,320,1,0,0,0
2023-11-06,412,2,0,0,0
2023-11-07,374,0,0,0,0
2023-11-08,377,0,0,0,0
2023-11-09,345,0,0,0,0
2023-11-10,267,5,0,0,0
2023-11-11,243,2,0,0,0
2023-11-12,286,3,0,0,0
2023-11-13,339,-1,0,0,0
2023-11-14,310,3,0,0,0
2023-11-15,374,4,0,0,0
2023-11-16,364,4,0,0,0
2023-11-17,288,1,0,0,0
2023-11-18,243,2,0,0,0
2023-11-19,284,0,0,0,0
2023-11-20,362,2,0,0,0
2023-11-21,393,2,0,0,0
2023-11-22,340,4,0,0,0
2023-11-23,306,0,0,0,0
2023-11-24,240,3,0,0,0
2023-11-25,278,-1,0,0,0
2023-11-26,329,4,0,0,0
2023-11-27,422,3,0,0,0
2023-11-28,361,1,0,0,0
2023-11-29,393,4,0,0,0
2023-11-30,302,2,0,0,0
2023-12-01,286,3,0,0,0
2023-12-02,314,4,0,0,0
2023-12-03,345,3,0,0,0
2023-12-04,394,2,0,0,0
2023-12-05,364,2,0,0,0
2023-12-06,331,3,0,0,0
2023-12-07,320,1,0,0,0
2023-12-08,256,1,0,0,0
2023-12-09,263,3,0,0,0
2023-12-10,346,3,0,0,0
2023-12-11,373,2,0,0,0
2023-12-12,356,2,0,0,0
2023-12-13,381,4,0,0,0
2023-12-14,326,4,0,0,0
2023-12-15,290,5,0,0,0
2023-12-16,239,2,0,0,0
2023-12-17,309,2,0,0,0
2023-12-18,328,1,0,0,0
2023-12-19,275,0,0,0,0
2023-12-20,306,2,0,0,0
2023-12-21,304,3,0,0,0
2023-12-22,211,1,0,0,0
2023-12-23,172,-3,0,0,0
2023-12-24,201,0,0,0,0
2023-12-25,194,1,0,0,0
2023-12-26,228,1,0,0,0
2023-12-27,213,2,0,0,0
2023-12-28,260,3,0,0,0
2023-12-29,195,1,0,0,0
2023-12-30,172,1,0,0,0
2023-12-31,184,1,0,0,0
2024-01-01,275,2,0,0,0
2024-01-02,283,4,0,0,0
2024-01-03,277,1,0,0,0
2024-01-04,336,2,0,0,0
2024-01-05,244,3,0,0,0
2024-01-06,226,3,0,0,0
2024-01-07,271,4,0,0,0
2024-01-08,341,2,0,0,0
2024-01-09,302,5,0,0,0
2024-01-10,353,1,0,0,0
2024-01-11,305,2,0,0,0
2024-01-12,281,4,0,0,0
2024-01-13,265,2,0,0,0
2024-01-14,289,5,0,0,0
2024-01-15,326,5,0,0,0
2024-01-16,387,0,0,0,0
2024-01-17,359,4,0,0,0
2024-01-18,366,3,0,0,0
2024-01-19,303,4,0,0,0
2024-01-20,260,3,0,0,0
2024-01-21,362,3,0,0,0
2024-01-22,398,3,0,0,0
2024-01-23,383,2,0,0,0
2024-01-24,338,4,0,0,0
2024-01-25,322,3,0,0,0
2024-01-26,287,4,0,0,0
2024-01-27,228,1,0,0,0
2024-01-28,319,5,0,0,0
2024-01-29,368,1,0,0,0
2024-01-30,365,1,0,0,0
2024-01-31,363,3,0,0,0
2024-02-01,428,3,0,0,0
2024-02-02,322,5,0,0,0
2024-02-03,302,1,0,0,0
2024-02-04,303,3,0,0,0
2024-02-05,313,6,0,0,0
2024-02-06,380,0,0,0,0
2024-02-07,352,1,0,0,0
2024-02-08,267,2,0,0,0
2024-02-09,248,3,0,0,0
2024-02-10,252,3,0,0,0
2024-02-11,338,2,0,0,0
2024-02-12,330,5,0,0,0
2024-02-13,336,5,0,0,0
2024-02-14,302,3,0,0,0
2024-02-15,343,5,0,0,0
2024-02-16,329,5,0,0,0
2024-02-17,286,-1,0,0,0
2024-02-18,369,2,0,0,0
2024-02-19,387,5,0,0,0
2024-02-20,362,3,0,0,0
2024-02-21,334,3,0,0,0
2024-02-22,350,4,0,0,0
2024-02-23,277,2,0,0,0
2024-02-24,257,2,0,0,0
2024-02-25,335,6,0,0,0
2024-02-26,336,0,0,0,0
2024-02-27,322,3,0,0,0
2024-02-28,346,2,0,0,0
2024-02-29,306,4,0,0,0
2024-03-01,267,2,0,0,0
2024-03-02,238,0,0,0,0
2024-03-03,302,4,0,0,0
2024-03-04,377,5,0,0,0
2024-03-05,340,1,0,0,0
2024-03-06,408,1,0,0,0
2024-03-07,308,1,0,0,0
2024-03-08,220,2,0,0,0
2024-03-09,247,0,0,0,0
2024-03-10,302,3,0,0,0
2024-03-11,358,4,0,0,0
2024-03-12,362,0,0,0,0
2024-03-13,361,5,0,0,0
2024-03-14,316,1,0,0,0
2024-03-15,231,2,0,0,0
2024-03-16,251,7,0,0,0
2024-03-17,345,2,0,0,0
2024-03-18,343,4,0,0,0
2024-03-19,410,2,0,0,0
2024-03-20,385,4,0,0,0
2024-03-21,309,1,0,0,0
2024-03-22,254,2,0,0,0
2024-03-23,241,3,0,0,0
2024-03-24,241,2,0,0,0
2024-03-25,312,2,0,0,0
2024-03-26,337,5,0,0,0
2024-03-27,340,4,0,0,0
2024-03-28,324,8,0,0,0
2024-03-29,234,1,0,0,0
2024-03-30,235,1,0,0,0
2024-03-31,342,3,0,0,0
2024-04-01,353,3,0,0,0
2024-04-02,387,2,0,0,0
2024-04-03,326,7,0,0,0
2024-04-04,294,0,0,0,0
2024-04-05,273,5,0,0,0
2024-04-06,236,2,0,0,0
2024-04-07,221,0,0,0,0
2024-04-08,321,2,0,0,0
2024-04-09,290,2,0,0,0
2024-04-10,254,2,0,0,0
2024-04-11,311,6,0,0,0
2024-04-12,252,0,0,0,0
2024-04-13,200,1,0,0,0
2024-04-14,238,1,0,0,0
2024-04-15,301,3,0,0,0
2024-04-16,327,1,0,0,0
2024-04-17,353,6,0,0,0
2024-04-18,292,6,0,0,0
2024-04-19,294,0,0,0,0
2024-04-20,202,3,0,0,0
2024-04-21,297,3,0,0,0
2024-04-22,337,0,0,0,0
2024-04-23,375,2,0,0,0
2024-04-24,348,9,0,0,0
2024-04-25,304,0,0,0,0
2024-04-26,305,2,0,0,0
2024-04-27,305,2,0,0,0
2024-04-28,301,3,0,0,0
2024-04-29,325,2,0,0,0
2024-04-30,277,2,0,0,0
2024-05-01,338,4,0,0,0
2024-05-02,370,1,0,0,0
2024-05-03,259,3,0,0,0
2024-05-04,241,4,0,0,0
2024-05-05,241,2,0,0,0
2024-05-06,310,1,0,0,0
2024-05-07,329,5,0,0,0
2024-05-08,337,2,0,0,0
2024-05-09,342,5,0,0,0
2024-05-10,247,1,0,0,0
2024-05-11,288,5,0,0,0
2024-05-12,315,0,0,0,0
2024-05-13,416,2,0,0,0
2024-05-14,422,2,0,0,0
2024-05-15,386,1,0,0,0
2024-05-16,351,2,0,0,0
2024-05-17,249,1,0,0,0
2024-05-18,288,0,0,0,0
2024-05-19,286,5,0,0,0
2024-05-20,325,3,0,0,0
2024-05-21,319,3,0,0,0
2024-05-22,340,4,0,0,0
2024-05-23,341,1,0,0,0
2024-05-24,270,7,0,0,0
2024-05-25,267,1,0,0,0
2024-05-26,341,3,0,0,0
2024-05-27,287,2,0,0,0
2024-05-28,352,4,0,0,0
2024-05-29,337,3,0,0,0
2024-05-30,321,3,0,0,0
2024-05-31,265,3,0,0,0
2024-06-01,278,0,0,0,0
2024-06-02,287,2,0,0,0
2024-06-03,350,1,0,0,0
2024-06-04,325,0,0,0,0
2024-06-05,322,2,0,0,0
2024-06-06,334,4,0,0,0
2024-06-07,315,1,0,0,0
2024-06-08,273,0,0,0,0
2024-06-09,276,5,0,0,0
2024-06-10,291,3,0,0,0
2024-06-11,314,3,0,0,0
2024-06-12,286,2,0,0,0
2024-06-13,299,2,0,0,0
2024-06-14,225,6,0,0,0
2024-06-15,183,2,0,0,0
2024-06-16,175,-1,0,0,0
2024-06-17,213,1,0,0,0
2024-06-18,252,1,0,0,0
2024-06-19,267,0,0,0,0
2024-06-20,281,4,0,0,0
2024-06-21,234,1,0,0,0
2024-06-22,247,6,0,0,0
2024-06-23,249,2,0,0,0
2024-06-24,281,4,0,0,0
2024-06-25,279,1,0,0,0
2024-06-26,299,4,0,0,0
2024-06-27,239,3,0,0,0
2024-06-28,214,0,0,0,0
2024-06-29,218,3,0,0,0
2024-06-30,231,4,0,0,0
2024-07-01,277,2,0,0,0
2024-07-02,280,0,0,0,0
2024-07-03,231,6,0,0,0
2024-07-04,286,0,0,0,0
2024-07-05,219,2,0,0,0
2024-07-06,226,2,0,0,0
2024-07-07,241,0,0,0,0
2024-07-08,325,1,0,0,0
2024-07-09,300,0,0,0,0
2024-07-10,270,1,0,0,0
2024-07-11,270,2,0,0,0
2024-07-12,240,3,0,0,0
2024-07-13,216,4,0,0,0
2024-07-14,207,0,0,0,0
2024-07-15,283,-1,0,0,0
2024-07-16,265,3,0,0,0
2024-07-17,274,4,0,0,0
2024-07-18,274,3,0,0,0
2024-07-19,246,2,0,0,0
2024-07-20,132,0,0,0,0
2024-07-21,181,3,0,0,0
2024-07-22,267,3,0,0,0
2024-07-23,279,1,0,0,0
2024-07-24,245,3,0,0,0
2024-07-25,280,2,0,0,0
2024-07-26,195,0,0,0,0
2024-07-27,152,2,0,0,0
2024-07-28,206,2,0,0,0
2024-07-29,243,4,0,0,0
2024-07-30,291,5,0,0,0
2024-07-31,238,1,0,0,0
2024-08-01,208,1,0,0,0
2024-08-02,201,4,0,0,0
2024-08-03,189,0,0,0,0
2024-08-04,219,3,0,0,0
2024-08-05,273,3,0,0,0
2024-08-06,232,1,0,0,0
2024-08-07,260,3,0,0,0
2024-08-08,291,2,0,0,0
2024-08-09,210,0,0,0,0
2024-08-10,224,3,0,0,0
2024-08-11,228,5,0,0,0
2024-08-12,264,3,0,0,0
2024-08-13,225,0,0,0,0
2024-08-14,280,3,0,0,0
2024-08-15,222,3,0,0,0
2024-08-16,244,2,0,0,0
2024-08-17,175,3,0,0,0
2024-08-18,180,1,0,0,0
2024-08-19,245,1,0,0,0
2024-08-20,278,1,0,0,0
2024-08-21,311,5,0,0,0
2024-08-22,268,0,0,0,0
2024-08-23,221,1,0,0,0
2024-08-24,184,1,0,0,0
2024-08-25,196,2,0,0,0
2024-08-26,226,4,0,0,0
2024-08-27,322,3,0,0,0
2024-08-28,302,0,0,0,0
2024-08-29,243,2,0,0,0
2024-08-30,161,3,0,0,0
2024-08-31,177,2,0,0,0
2024-09-01,229,1,0,0,0
2024-09-02,278,1,0,0,0
2024-09-03,265,3,0,0,0
2024-09-04,273,3,0,0,0
2024-09-05,311,3,0,0,0
2024-09-06,209,5,0,0,0
2024-09-07,187,2,0,0,0
2024-09-08,238,0,0,0,0
2024-09-09,291,2,0,0,0
2024-09-10,300,5,0,0,0
2024-09-11,332,3,0,0,0
2024-09-12,250,1,0,0,0
2024-09-13,176,5,0,0,0
2024-09-14,222,2,0,0,0
2024-09-15,294,2,0,0,0
2024-09-16,269,1,0,0,0
2024-09-17,287,3,0,0,0
2024-09-18,306,0,0,0,0
2024-09-19,308,3,0,0,0
2024-09-20,246,0,0,0,0
2024-09-21,264,2,0,0,0
2024-09-22,282,4,0,0,0
2024-09-23,297,0,0,0,0
2024-09-24,251,6,0,0,0
2024-09-25,302,1,0,0,0
2024-09-26,285,2,0,0,0
2024-09-27,202,1,0,0,0
2024-09-28,226,3,0,0,0
2024-09-29,264,3,0,0,0
2024-09-30,296,3,0,0,0
2024-10-01,261,3,0,0,0
2024-10-02,286,2,0,0,0
2024-10-03,295,2,0,0,0
2024-10-04,231,3,0,0,0
2024-10-05,202,2,0,0,0
2024-10-06,254,3,0,0,0
2024-10-07,304,3,0,0,0
2024-10-08,303,3,0,0,0
2024-10-09,299,2,0,0,0
2024-10-10,245,5,0,0,0
2024-10-11,221,1,0,0,0
2024-10-12,200,1,0,0,0
2024-10-13,229,4,0,0,0
2024-10-14,321,1,0,0,0
2024-10-15,326,3,0,0,0
2024-10-16,310,3,0,0,0
2024-10-17,314,1,0,0,0
2024-10-18,246,3,0,0,0
2024-10-19,201,3,0,0,0
2024-10-20,241,3,0,0,0
2024-10-21,317,5,0,0,0
2024-10-22,315,5,0,0,0
2024-10-23,250,2,0,0,0
2024-10-24,262,5,0,0,0
2024-10-25,242,0,0,0,0
2024-10-26,182,1,0,0,0
2024-10-27,271,10,0,0,0
2024-10-28,301,4,0,0,0
2024-10-29,250,1,0,0,0
2024-10-30,273,2,0,0,0
2024-10-31,234,0,0,0,0
2024-11-01,188,1,0,0,0
2024-11-02,214,1,0,0,0
2024-11-03,265,2,0,0,0
2024-11-04,250,2,0,0,0
2024-11-05,255,1,0,0,0
2024-11-06,264,6,0,0,0
2024-11-07,281,3,0,0,0
2024-11-08,243,2,0,0,0
2024-11-09,232,2,0,0,0
2024-11-10,265,2,0,0,0
2024-11-11,312,1,0,0,0
2024-11-12,287,3,0,0,0
2024-11-13,290,4,0,0,0
2024-11-14,280,3,0,0,0
2024-11-15,228,1,0,0,0
2024-11-16,220,1,0,0,0
2024-11-17,235,1,0,0,0
2024-11-18,302,0,0,0,0
2024-11-19,278,5,0,0,0
2024-11-20,311,4,0,0,0
2024-11-21,242,2,0,0,0
2024-11-22,176,0,0,0,0
2024-11-23,193,1,0,0,0
2024-11-24,233,1,0,0,0
2024-11-25,262,4,0,0,0
2024-11-26,241,4,0,0,0
2024-11-27,242,3,0,0,0
2024-11-28,197,0,0,0,0
2024-11-29,174,3,0,0,0
2024-11-30,213,2,0,0,0
2024-12-01,208,2,0,0,0
2024-12-02,258,2,0,0,0
2024-12-03,270,1,0,0,0
2024-12-04,270,2,0,0,0
2024-12-05,264,0,0,0,0
2024-12-06,230,1,0,0,0
2024-12-07,178,1,0,0,0
2024-12-08,222,0,0,0,0
2024-12-09,272,0,0,0,0
2024-12-10,279,5,0,0,0
2024-12-11,245,1,0,0,0
2024-12-12,173,1,0,0,0
2024-12-13,184,2,0,0,0
2024-12-14,198,1,0,0,0
2024-12-15,213,1,0,0,0
2024-12-16,222,0,0,0,0
2024-12-17,259,-2,0,0,0
2024-12-18,256,3,0,0,0
2024-12-19,214,3,0,0,0
2024-12-20,134,2,0,0,0
2024-12-21,145,-2,0,0,0
2024-12-22,160,5,0,0,0
2024-12-23,139,3,0,0,0
2024-12-24,124,3,0,0,0
2024-12-25,151,2,0,0,0
2024-12-26,137,3,0,0,0
2024-12-27,155,3,0,0,0
2024-12-28,124,1,0,0,0
2024-12-29,141,2,0,0,0
2024-12-30,174,3,0,0,0
2024-12-31,104,1,0,0,0
2025-01-01,183,6,0,0,0
2025-01-02,194,0,0,0,0
2025-01-03,188,1,0,0,0
2025-01-04,147,1,0,0,0
2025-01-05,164,2,0,0,0
2025-01-06,208,3,0,0,0
2025-01-07,200,6,0,0,0
2025-01-08,250,-1,0,0,0
2025-01-09,194,1,0,0,0
2025-01-10,215,2,0,0,0
2025-01-11,163,2,0,0,0
2025-01-12,181,2,0,0,0
2025-01-13,214,4,0,0,0
2025-01-14,242,3,0,0,0
2025-01-15,262,4,0,0,0
2025-01-16,251,-1,0,0,0
2025-01-17,181,1,0,0,0
2025-01-18,172,7,0,0,0
2025-01-19,199,3,0,0,0
2025-01-20,260,1,0,0,0
2025-01-21,275,0,0,0,0
2025-01-22,250,1,0,0,0
2025-01-23,210,4,0,0,0
2025-01-24,156,2,0,0,0
2025-01-25,169,0,0,0,0
2025-01-26,226,1,0,0,0
2025-01-27,259,0,0,0,0
2025-01-28,204,2,0,0,0
2025-01-29,229,2,0,0,0
2025-01-30,228,0,0,0,0
2025-01-31,186,1,0,0,0
2025-02-01,229,3,0,0,0
2025-02-02,185,0,0,0,0
2025-02-03,230,2,0,0,0
2025-02-04,203,-1,0,0,0
